Date,RealizationDate,Portfolio,RealizedNextReturn
1982-12-01,1983-01-01,ME2 BM2,7.9883
1982-12-01,1983-01-01,ME2 BM3,3.6584
1982-12-01,1983-01-01,ME2 BM4,4.4554
1982-12-01,1983-01-01,ME2 BM5,4.739
1982-12-01,1983-01-01,ME3 BM1,6.4231
1982-12-01,1983-01-01,ME3 BM2,2.9615
1982-12-01,1983-01-01,ME3 BM3,4.056
1982-12-01,1983-01-01,ME3 BM4,3.1566
1982-12-01,1983-01-01,ME3 BM5,4.0268
1982-12-01,1983-01-01,ME4 BM1,4.8287
1982-12-01,1983-01-01,ME4 BM2,3.4708
1982-12-01,1983-01-01,ME4 BM3,2.7373
1982-12-01,1983-01-01,ME4 BM4,2.4294
1982-12-01,1983-01-01,ME4 BM5,2.0823
1982-12-01,1983-01-01,BIG LoBM,2.0276
1982-12-01,1983-01-01,ME5 BM2,3.071
1982-12-01,1983-01-01,ME5 BM3,3.8565
1982-12-01,1983-01-01,ME5 BM4,6.6297
1982-12-01,1983-01-01,BIG HiBM,1.6519
1983-01-01,1983-02-01,SMALL LoBM,3.0917
1983-01-01,1983-02-01,ME1 BM2,4.7233
1983-01-01,1983-02-01,ME1 BM3,7.9432
1983-01-01,1983-02-01,ME1 BM4,7.3348
1983-01-01,1983-02-01,SMALL HiBM,8.5616
1983-01-01,1983-02-01,ME2 BM1,4.9336
1983-01-01,1983-02-01,ME2 BM2,5.0789
1983-01-01,1983-02-01,ME2 BM3,8.0707
1983-01-01,1983-02-01,ME2 BM4,6.0707
1983-01-01,1983-02-01,ME2 BM5,5.2084
1983-01-01,1983-02-01,ME3 BM1,4.9404
1983-01-01,1983-02-01,ME3 BM2,4.7924
1983-01-01,1983-02-01,ME3 BM3,5.5535
1983-01-01,1983-02-01,ME3 BM4,4.0469
1983-01-01,1983-02-01,ME3 BM5,5.4393
1983-01-01,1983-02-01,ME4 BM1,4.7694
1983-01-01,1983-02-01,ME4 BM2,2.7769
1983-01-01,1983-02-01,ME4 BM3,3.2812
1983-01-01,1983-02-01,ME4 BM4,3.3764
1983-01-01,1983-02-01,ME4 BM5,4.4829
1983-01-01,1983-02-01,BIG LoBM,2.4502
1983-01-01,1983-02-01,ME5 BM2,3.9467
1983-01-01,1983-02-01,ME5 BM3,3.1055
1983-01-01,1983-02-01,ME5 BM4,0.5363
1983-01-01,1983-02-01,BIG HiBM,4.1145
1983-02-01,1983-03-01,SMALL LoBM,2.7513
1983-02-01,1983-03-01,ME1 BM2,5.5461
1983-02-01,1983-03-01,ME1 BM3,6.6481
1983-02-01,1983-03-01,ME1 BM4,4.6974
1983-02-01,1983-03-01,SMALL HiBM,7.4978
1983-02-01,1983-03-01,ME2 BM1,1.6646
1983-02-01,1983-03-01,ME2 BM2,4.0412
1983-02-01,1983-03-01,ME2 BM3,6.5271
1983-02-01,1983-03-01,ME2 BM4,7.0984
1983-02-01,1983-03-01,ME2 BM5,4.8409
1983-02-01,1983-03-01,ME3 BM1,2.211
1983-02-01,1983-03-01,ME3 BM2,6.5669
1983-02-01,1983-03-01,ME3 BM3,4.4167
1983-02-01,1983-03-01,ME3 BM4,7.526
1983-02-01,1983-03-01,ME3 BM5,4.8861
1983-02-01,1983-03-01,ME4 BM1,0.6344
1983-02-01,1983-03-01,ME4 BM2,2.6615
1983-02-01,1983-03-01,ME4 BM3,4.5155
1983-02-01,1983-03-01,ME4 BM4,5.5848
1983-02-01,1983-03-01,ME4 BM5,5.1553
1983-02-01,1983-03-01,BIG LoBM,3.3461
1983-02-01,1983-03-01,ME5 BM2,2.5152
1983-02-01,1983-03-01,ME5 BM3,4.0751
1983-02-01,1983-03-01,ME5 BM4,3.0387
1983-02-01,1983-03-01,BIG HiBM,3.5157
1983-03-01,1983-04-01,SMALL LoBM,7.1253
1983-03-01,1983-04-01,ME1 BM2,7.3557
1983-03-01,1983-04-01,ME1 BM3,8.8831
1983-03-01,1983-04-01,ME1 BM4,8.7505
1983-03-01,1983-04-01,SMALL HiBM,9.0312
1983-03-01,1983-04-01,ME2 BM1,8.3953
1983-03-01,1983-04-01,ME2 BM2,8.2039
1983-03-01,1983-04-01,ME2 BM3,8.7477
1983-03-01,1983-04-01,ME2 BM4,6.779
1983-03-01,1983-04-01,ME2 BM5,7.9482
1983-03-01,1983-04-01,ME3 BM1,6.8205
1983-03-01,1983-04-01,ME3 BM2,7.0212
1983-03-01,1983-04-01,ME3 BM3,7.1265
1983-03-01,1983-04-01,ME3 BM4,6.443
1983-03-01,1983-04-01,ME3 BM5,6.7791
1983-03-01,1983-04-01,ME4 BM1,4.9556
1983-03-01,1983-04-01,ME4 BM2,5.746
1983-03-01,1983-04-01,ME4 BM3,7.787
1983-03-01,1983-04-01,ME4 BM4,6.8398
1983-03-01,1983-04-01,ME4 BM5,6.2401
1983-03-01,1983-04-01,BIG LoBM,6.5801
1983-03-01,1983-04-01,ME5 BM2,6.1135
1983-03-01,1983-04-01,ME5 BM3,8.8831
1983-03-01,1983-04-01,ME5 BM4,8.4955
1983-03-01,1983-04-01,BIG HiBM,9.2648
1983-04-01,1983-05-01,SMALL LoBM,12.4084
1983-04-01,1983-05-01,ME1 BM2,10.2811
1983-04-01,1983-05-01,ME1 BM3,8.6553
1983-04-01,1983-05-01,ME1 BM4,8.7276
1983-04-01,1983-05-01,SMALL HiBM,7.6357
1983-04-01,1983-05-01,ME2 BM1,5.2038
1983-04-01,1983-05-01,ME2 BM2,6.142
1983-04-01,1983-05-01,ME2 BM3,5.3519
1983-04-01,1983-05-01,ME2 BM4,4.0295
1983-04-01,1983-05-01,ME2 BM5,5.0291
1983-04-01,1983-05-01,ME3 BM1,5.481
1983-04-01,1983-05-01,ME3 BM2,5.2123
1983-04-01,1983-05-01,ME3 BM3,2.8055
1983-04-01,1983-05-01,ME3 BM4,2.3754
1983-04-01,1983-05-01,ME3 BM5,0.8912
1983-04-01,1983-05-01,ME4 BM1,5.0232
1983-04-01,1983-05-01,ME4 BM2,5.5057
1983-04-01,1983-05-01,ME4 BM3,4.0164
1983-04-01,1983-05-01,ME4 BM4,1.9494
1983-04-01,1983-05-01,ME4 BM5,1.0394
1983-04-01,1983-05-01,BIG LoBM,-0.9136
1983-04-01,1983-05-01,ME5 BM2,-2.2518
1983-04-01,1983-05-01,ME5 BM3,-0.4316
1983-04-01,1983-05-01,ME5 BM4,-1.3259
1983-04-01,1983-05-01,BIG HiBM,-0.3715
1983-05-01,1983-06-01,SMALL LoBM,4.3555
1983-05-01,1983-06-01,ME1 BM2,6.7131
1983-05-01,1983-06-01,ME1 BM3,3.602
1983-05-01,1983-06-01,ME1 BM4,3.2099
1983-05-01,1983-06-01,SMALL HiBM,4.366
1983-05-01,1983-06-01,ME2 BM1,6.8921
1983-05-01,1983-06-01,ME2 BM2,5.4468
1983-05-01,1983-06-01,ME2 BM3,1.1766
1983-05-01,1983-06-01,ME2 BM4,3.5671
1983-05-01,1983-06-01,ME2 BM5,3.1283
1983-05-01,1983-06-01,ME3 BM1,5.0516
1983-05-01,1983-06-01,ME3 BM2,5.4279
1983-05-01,1983-06-01,ME3 BM3,4.7111
1983-05-01,1983-06-01,ME3 BM4,1.7467
1983-05-01,1983-06-01,ME3 BM5,1.1632
1983-05-01,1983-06-01,ME4 BM1,6.2651
1983-05-01,1983-06-01,ME4 BM2,4.725
1983-05-01,1983-06-01,ME4 BM3,3.7495
1983-05-01,1983-06-01,ME4 BM4,-0.8194
1983-05-01,1983-06-01,ME4 BM5,1.8657
1983-05-01,1983-06-01,BIG LoBM,5.8797
1983-05-01,1983-06-01,ME5 BM2,5.1813
1983-05-01,1983-06-01,ME5 BM3,2.8322
1983-05-01,1983-06-01,ME5 BM4,1.2674
1983-05-01,1983-06-01,BIG HiBM,2.0054
1983-06-01,1983-07-01,SMALL LoBM,-6.0782
1983-06-01,1983-07-01,ME1 BM2,-2.1867
1983-06-01,1983-07-01,ME1 BM3,-0.8798
1983-06-01,1983-07-01,ME1 BM4,0.7748
1983-06-01,1983-07-01,SMALL HiBM,0.7141
1983-06-01,1983-07-01,ME2 BM1,-7.2746
1983-06-01,1983-07-01,ME2 BM2,-4.5173
1983-06-01,1983-07-01,ME2 BM3,-0.9526
1983-06-01,1983-07-01,ME2 BM4,1.644
1983-06-01,1983-07-01,ME2 BM5,0.8908
1983-06-01,1983-07-01,ME3 BM1,-6.1485
1983-06-01,1983-07-01,ME3 BM2,-2.6697
1983-06-01,1983-07-01,ME3 BM3,2.6781
1983-06-01,1983-07-01,ME3 BM4,0.9625
1983-06-01,1983-07-01,ME3 BM5,0.6894
1983-06-01,1983-07-01,ME4 BM1,-4.5779
1983-06-01,1983-07-01,ME4 BM2,-3.3112
1983-06-01,1983-07-01,ME4 BM3,-4.7515
1983-06-01,1983-07-01,ME4 BM4,-0.8287
1983-06-01,1983-07-01,ME4 BM5,-0.5814
1983-06-01,1983-07-01,BIG LoBM,-4.8278
1983-06-01,1983-07-01,ME5 BM2,-6.0034
1983-06-01,1983-07-01,ME5 BM3,-3.6792
1983-06-01,1983-07-01,ME5 BM4,-0.1835
1983-06-01,1983-07-01,BIG HiBM,-2.1907
1983-07-01,1983-08-01,SMALL LoBM,-6.1243
1983-07-01,1983-08-01,ME1 BM2,-3.4281
1983-07-01,1983-08-01,ME1 BM3,-2.3934
1983-07-01,1983-08-01,ME1 BM4,-3.59
1983-07-01,1983-08-01,SMALL HiBM,-1.2468
1983-07-01,1983-08-01,ME2 BM1,-5.4497
1983-07-01,1983-08-01,ME2 BM2,-3.3674
1983-07-01,1983-08-01,ME2 BM3,-2.7319
1983-07-01,1983-08-01,ME2 BM4,-1.0735
1983-07-01,1983-08-01,ME2 BM5,0.7415
1983-07-01,1983-08-01,ME3 BM1,-3.9991
1983-07-01,1983-08-01,ME3 BM2,-4.0755
1983-07-01,1983-08-01,ME3 BM3,-1.5391
1983-07-01,1983-08-01,ME3 BM4,-0.8883
1983-07-01,1983-08-01,ME3 BM5,2.2023
1983-07-01,1983-08-01,ME4 BM1,-2.8669
1983-07-01,1983-08-01,ME4 BM2,-1.7711
1983-07-01,1983-08-01,ME4 BM3,0.074
1983-07-01,1983-08-01,ME4 BM4,2.4093
1983-07-01,1983-08-01,ME4 BM5,3.7039
1983-07-01,1983-08-01,BIG LoBM,-0.6268
1983-07-01,1983-08-01,ME5 BM2,-0.4394
1983-07-01,1983-08-01,ME5 BM3,0.2845
1983-07-01,1983-08-01,ME5 BM4,4.3008
1983-07-01,1983-08-01,BIG HiBM,6.6199
1983-08-01,1983-09-01,SMALL LoBM,-2.8339
1983-08-01,1983-09-01,ME1 BM2,0.1967
1983-08-01,1983-09-01,ME1 BM3,0.3794
1983-08-01,1983-09-01,ME1 BM4,1.7343
1983-08-01,1983-09-01,SMALL HiBM,1.7243
1983-08-01,1983-09-01,ME2 BM1,1.4112
1983-08-01,1983-09-01,ME2 BM2,1.4183
1983-08-01,1983-09-01,ME2 BM3,4.172
1983-08-01,1983-09-01,ME2 BM4,4.7694
1983-08-01,1983-09-01,ME2 BM5,3.6132
1983-08-01,1983-09-01,ME3 BM1,1.894
1983-08-01,1983-09-01,ME3 BM2,3.9276
1983-08-01,1983-09-01,ME3 BM3,2.7762
1983-08-01,1983-09-01,ME3 BM4,4.9193
1983-08-01,1983-09-01,ME3 BM5,6.7714
1983-08-01,1983-09-01,ME4 BM1,3.2242
1983-08-01,1983-09-01,ME4 BM2,1.9532
1983-08-01,1983-09-01,ME4 BM3,3.4846
1983-08-01,1983-09-01,ME4 BM4,2.5626
1983-08-01,1983-09-01,ME4 BM5,1.5046
1983-08-01,1983-09-01,BIG LoBM,2.8778
1983-08-01,1983-09-01,ME5 BM2,1.9135
1983-08-01,1983-09-01,ME5 BM3,1.9638
1983-08-01,1983-09-01,ME5 BM4,-1.1057
1983-08-01,1983-09-01,BIG HiBM,0.5797
1983-09-01,1983-10-01,SMALL LoBM,-10.4585
1983-09-01,1983-10-01,ME1 BM2,-6.0979
1983-09-01,1983-10-01,ME1 BM3,-5.245
1983-09-01,1983-10-01,ME1 BM4,-3.6527
1983-09-01,1983-10-01,SMALL HiBM,-2.8839
1983-09-01,1983-10-01,ME2 BM1,-10.0875
1983-09-01,1983-10-01,ME2 BM2,-7.3818
1983-09-01,1983-10-01,ME2 BM3,-3.936
1983-09-01,1983-10-01,ME2 BM4,-1.6923
1983-09-01,1983-10-01,ME2 BM5,-3.0981
1983-09-01,1983-10-01,ME3 BM1,-8.3996
1983-09-01,1983-10-01,ME3 BM2,-4.7496
1983-09-01,1983-10-01,ME3 BM3,-2.772
1983-09-01,1983-10-01,ME3 BM4,-0.7741
1983-09-01,1983-10-01,ME3 BM5,-1.5629
1983-09-01,1983-10-01,ME4 BM1,-7.3529
1983-09-01,1983-10-01,ME4 BM2,-1.909
1983-09-01,1983-10-01,ME4 BM3,-1.7504
1983-09-01,1983-10-01,ME4 BM4,-1.7538
1983-09-01,1983-10-01,ME4 BM5,-0.4027
1983-09-01,1983-10-01,BIG LoBM,-2.4514
1983-09-01,1983-10-01,ME5 BM2,-2.3683
1983-09-01,1983-10-01,ME5 BM3,-0.2647
1983-09-01,1983-10-01,ME5 BM4,-0.0122
1983-09-01,1983-10-01,BIG HiBM,-0.6785
1983-10-01,1983-11-01,SMALL LoBM,3.6777
1983-10-01,1983-11-01,ME1 BM2,3.545
1983-10-01,1983-11-01,ME1 BM3,3.4749
1983-10-01,1983-11-01,ME1 BM4,2.7067
1983-10-01,1983-11-01,SMALL HiBM,4.2102
1983-10-01,1983-11-01,ME2 BM1,5.8085
1983-10-01,1983-11-01,ME2 BM2,5.1286
1983-10-01,1983-11-01,ME2 BM3,4.851
1983-10-01,1983-11-01,ME2 BM4,5.2134
1983-10-01,1983-11-01,ME2 BM5,4.9959
1983-10-01,1983-11-01,ME3 BM1,6.4145
1983-10-01,1983-11-01,ME3 BM2,4.0797
1983-10-01,1983-11-01,ME3 BM3,4.6959
1983-10-01,1983-11-01,ME3 BM4,4.1354
1983-10-01,1983-11-01,ME3 BM5,3.9433
1983-10-01,1983-11-01,ME4 BM1,5.596
1983-10-01,1983-11-01,ME4 BM2,2.2469
1983-10-01,1983-11-01,ME4 BM3,5.0661
1983-10-01,1983-11-01,ME4 BM4,4.4372
1983-10-01,1983-11-01,ME4 BM5,3.8104
1983-10-01,1983-11-01,BIG LoBM,1.2175
1983-10-01,1983-11-01,ME5 BM2,3.3292
1983-10-01,1983-11-01,ME5 BM3,2.7903
1983-10-01,1983-11-01,ME5 BM4,1.6184
1983-10-01,1983-11-01,BIG HiBM,0.7164
1983-11-01,1983-12-01,SMALL LoBM,-5.0747
1983-11-01,1983-12-01,ME1 BM2,-1.1535
1983-11-01,1983-12-01,ME1 BM3,-0.7734
1983-11-01,1983-12-01,ME1 BM4,-0.3205
1983-11-01,1983-12-01,SMALL HiBM,0.7956
1983-11-01,1983-12-01,ME2 BM1,-3.1221
1983-11-01,1983-12-01,ME2 BM2,-1.1311
1983-11-01,1983-12-01,ME2 BM3,0.0926
1983-11-01,1983-12-01,ME2 BM4,-0.0184
1983-11-01,1983-12-01,ME2 BM5,0.2338
1983-11-01,1983-12-01,ME3 BM1,-3.2042
1983-11-01,1983-12-01,ME3 BM2,-1.2214
1983-11-01,1983-12-01,ME3 BM3,-0.4242
1983-11-01,1983-12-01,ME3 BM4,-1.0597
1983-11-01,1983-12-01,ME3 BM5,1.1591
1983-11-01,1983-12-01,ME4 BM1,-3.4077
1983-11-01,1983-12-01,ME4 BM2,-0.4784
1983-11-01,1983-12-01,ME4 BM3,-2.3526
1983-11-01,1983-12-01,ME4 BM4,-1.5483
1983-11-01,1983-12-01,ME4 BM5,-0.5417
1983-11-01,1983-12-01,BIG LoBM,-0.1228
1983-11-01,1983-12-01,ME5 BM2,0.0139
1983-11-01,1983-12-01,ME5 BM3,-2.216
1983-11-01,1983-12-01,ME5 BM4,-1.0524
1983-11-01,1983-12-01,BIG HiBM,0.4981
1983-12-01,1984-01-01,SMALL LoBM,-1.9223
1983-12-01,1984-01-01,ME1 BM2,-0.9381
1983-12-01,1984-01-01,ME1 BM3,0.5153
1983-12-01,1984-01-01,ME1 BM4,1.3567
1983-12-01,1984-01-01,SMALL HiBM,3.1213
1983-12-01,1984-01-01,ME2 BM1,-6.2534
1983-12-01,1984-01-01,ME2 BM2,-1.2965
1983-12-01,1984-01-01,ME2 BM3,-0.5547
1983-12-01,1984-01-01,ME2 BM4,0.123
1983-12-01,1984-01-01,ME2 BM5,3.6471
1983-12-01,1984-01-01,ME3 BM1,-6.9204
1983-12-01,1984-01-01,ME3 BM2,-4.4016
1983-12-01,1984-01-01,ME3 BM3,-2.1205
1983-12-01,1984-01-01,ME3 BM4,0.2858
1983-12-01,1984-01-01,ME3 BM5,-0.1004
1983-12-01,1984-01-01,ME4 BM1,-7.3965
1983-12-01,1984-01-01,ME4 BM2,-3.4325
1983-12-01,1984-01-01,ME4 BM3,-2.1144
1983-12-01,1984-01-01,ME4 BM4,-0.467
1983-12-01,1984-01-01,ME4 BM5,0.4714
1983-12-01,1984-01-01,BIG LoBM,-5.7405
1983-12-01,1984-01-01,ME5 BM2,-0.787
1983-12-01,1984-01-01,ME5 BM3,1.1459
1983-12-01,1984-01-01,ME5 BM4,1.6451
1983-12-01,1984-01-01,BIG HiBM,6.5189
1984-01-01,1984-02-01,SMALL LoBM,-7.4225
1984-01-01,1984-02-01,ME1 BM2,-6.7713
1984-01-01,1984-02-01,ME1 BM3,-5.1536
1984-01-01,1984-02-01,ME1 BM4,-4.2665
1984-01-01,1984-02-01,SMALL HiBM,-4.6513
1984-01-01,1984-02-01,ME2 BM1,-7.1185
1984-01-01,1984-02-01,ME2 BM2,-5.9782
1984-01-01,1984-02-01,ME2 BM3,-3.8943
1984-01-01,1984-02-01,ME2 BM4,-3.3498
1984-01-01,1984-02-01,ME2 BM5,-3.725
1984-01-01,1984-02-01,ME3 BM1,-6.8874
1984-01-01,1984-02-01,ME3 BM2,-7.138
1984-01-01,1984-02-01,ME3 BM3,-4.8362
1984-01-01,1984-02-01,ME3 BM4,-4.5992
1984-01-01,1984-02-01,ME3 BM5,-2.257
1984-01-01,1984-02-01,ME4 BM1,-5.4485
1984-01-01,1984-02-01,ME4 BM2,-6.2773
1984-01-01,1984-02-01,ME4 BM3,-5.5979
1984-01-01,1984-02-01,ME4 BM4,-3.1199
1984-01-01,1984-02-01,ME4 BM5,-4.7014
1984-01-01,1984-02-01,BIG LoBM,-3.7705
1984-01-01,1984-02-01,ME5 BM2,-6.0683
1984-01-01,1984-02-01,ME5 BM3,-4.1701
1984-01-01,1984-02-01,ME5 BM4,-2.5236
1984-01-01,1984-02-01,BIG HiBM,0.9154
1984-02-01,1984-03-01,SMALL LoBM,-0.9332
1984-02-01,1984-03-01,ME1 BM2,1.3433
1984-02-01,1984-03-01,ME1 BM3,0.5962
1984-02-01,1984-03-01,ME1 BM4,1.8606
1984-02-01,1984-03-01,SMALL HiBM,2.1599
1984-02-01,1984-03-01,ME2 BM1,-0.266
1984-02-01,1984-03-01,ME2 BM2,1.2349
1984-02-01,1984-03-01,ME2 BM3,1.1852
1984-02-01,1984-03-01,ME2 BM4,1.2525
1984-02-01,1984-03-01,ME2 BM5,2.116
1984-02-01,1984-03-01,ME3 BM1,0.6679
1984-02-01,1984-03-01,ME3 BM2,1.2665
1984-02-01,1984-03-01,ME3 BM3,2.1621
1984-02-01,1984-03-01,ME3 BM4,1.3268
1984-02-01,1984-03-01,ME3 BM5,3.2957
1984-02-01,1984-03-01,ME4 BM1,0.1669
1984-02-01,1984-03-01,ME4 BM2,1.6759
1984-02-01,1984-03-01,ME4 BM3,2.3937
1984-02-01,1984-03-01,ME4 BM4,1.7071
1984-02-01,1984-03-01,ME4 BM5,4.2472
1984-02-01,1984-03-01,BIG LoBM,1.7911
1984-02-01,1984-03-01,ME5 BM2,3.0839
1984-02-01,1984-03-01,ME5 BM3,0.1381
1984-02-01,1984-03-01,ME5 BM4,1.646
1984-02-01,1984-03-01,BIG HiBM,-1.2535
1984-03-01,1984-04-01,SMALL LoBM,-3.8483
1984-03-01,1984-04-01,ME1 BM2,-1.7586
1984-03-01,1984-04-01,ME1 BM3,-0.5434
1984-03-01,1984-04-01,ME1 BM4,-0.0188
1984-03-01,1984-04-01,SMALL HiBM,-0.9184
1984-03-01,1984-04-01,ME2 BM1,-1.2414
1984-03-01,1984-04-01,ME2 BM2,1.4881
1984-03-01,1984-04-01,ME2 BM3,0.6234
1984-03-01,1984-04-01,ME2 BM4,0.086
1984-03-01,1984-04-01,ME2 BM5,-1.1702
1984-03-01,1984-04-01,ME3 BM1,0.1943
1984-03-01,1984-04-01,ME3 BM2,0.9622
1984-03-01,1984-04-01,ME3 BM3,-0.22
1984-03-01,1984-04-01,ME3 BM4,-1.2553
1984-03-01,1984-04-01,ME3 BM5,0.1613
1984-03-01,1984-04-01,ME4 BM1,-1.4824
1984-03-01,1984-04-01,ME4 BM2,0.112
1984-03-01,1984-04-01,ME4 BM3,-0.4871
1984-03-01,1984-04-01,ME4 BM4,-2.3061
1984-03-01,1984-04-01,ME4 BM5,-1.8441
1984-03-01,1984-04-01,BIG LoBM,1.462
1984-03-01,1984-04-01,ME5 BM2,-0.6651
1984-03-01,1984-04-01,ME5 BM3,1.2532
1984-03-01,1984-04-01,ME5 BM4,1.6357
1984-03-01,1984-04-01,BIG HiBM,2.3354
1984-04-01,1984-05-01,SMALL LoBM,-6.1652
1984-04-01,1984-05-01,ME1 BM2,-4.2768
1984-04-01,1984-05-01,ME1 BM3,-5.2781
1984-04-01,1984-05-01,ME1 BM4,-3.3908
1984-04-01,1984-05-01,SMALL HiBM,-3.4884
1984-04-01,1984-05-01,ME2 BM1,-6.0136
1984-04-01,1984-05-01,ME2 BM2,-4.8236
1984-04-01,1984-05-01,ME2 BM3,-4.9956
1984-04-01,1984-05-01,ME2 BM4,-4.0822
1984-04-01,1984-05-01,ME2 BM5,-4.0421
1984-04-01,1984-05-01,ME3 BM1,-5.998
1984-04-01,1984-05-01,ME3 BM2,-5.52
1984-04-01,1984-05-01,ME3 BM3,-5.864
1984-04-01,1984-05-01,ME3 BM4,-3.9991
1984-04-01,1984-05-01,ME3 BM5,-6.6229
1984-04-01,1984-05-01,ME4 BM1,-3.9971
1984-04-01,1984-05-01,ME4 BM2,-4.1667
1984-04-01,1984-05-01,ME4 BM3,-6.0325
1984-04-01,1984-05-01,ME4 BM4,-5.3509
1984-04-01,1984-05-01,ME4 BM5,-7.5699
1984-04-01,1984-05-01,BIG LoBM,-5.212
1984-04-01,1984-05-01,ME5 BM2,-3.3411
1984-04-01,1984-05-01,ME5 BM3,-6.2987
1984-04-01,1984-05-01,ME5 BM4,-4.045
1984-04-01,1984-05-01,BIG HiBM,-6.2879
1984-05-01,1984-06-01,SMALL LoBM,1.3763
1984-05-01,1984-06-01,ME1 BM2,3.4405
1984-05-01,1984-06-01,ME1 BM3,2.1429
1984-05-01,1984-06-01,ME1 BM4,1.6227
1984-05-01,1984-06-01,SMALL HiBM,1.2213
1984-05-01,1984-06-01,ME2 BM1,4.0913
1984-05-01,1984-06-01,ME2 BM2,4.2527
1984-05-01,1984-06-01,ME2 BM3,1.9654
1984-05-01,1984-06-01,ME2 BM4,2.8045
1984-05-01,1984-06-01,ME2 BM5,1.0191
1984-05-01,1984-06-01,ME3 BM1,6.3658
1984-05-01,1984-06-01,ME3 BM2,5.2977
1984-05-01,1984-06-01,ME3 BM3,0.8053
1984-05-01,1984-06-01,ME3 BM4,1.5477
1984-05-01,1984-06-01,ME3 BM5,-0.376
1984-05-01,1984-06-01,ME4 BM1,5.9445
1984-05-01,1984-06-01,ME4 BM2,4.5353
1984-05-01,1984-06-01,ME4 BM3,1.7937
1984-05-01,1984-06-01,ME4 BM4,1.5424
1984-05-01,1984-06-01,ME4 BM5,2.5492
1984-05-01,1984-06-01,BIG LoBM,3.4855
1984-05-01,1984-06-01,ME5 BM2,5.3136
1984-05-01,1984-06-01,ME5 BM3,2.0284
1984-05-01,1984-06-01,ME5 BM4,-1.0171
1984-05-01,1984-06-01,BIG HiBM,4.7439
1984-06-01,1984-07-01,SMALL LoBM,-7.2116
1984-06-01,1984-07-01,ME1 BM2,-5.0641
1984-06-01,1984-07-01,ME1 BM3,-4.653
1984-06-01,1984-07-01,ME1 BM4,-1.8119
1984-06-01,1984-07-01,SMALL HiBM,-2.1716
1984-06-01,1984-07-01,ME2 BM1,-5.2851
1984-06-01,1984-07-01,ME2 BM2,-5.3894
1984-06-01,1984-07-01,ME2 BM3,-1.4898
1984-06-01,1984-07-01,ME2 BM4,-3.6035
1984-06-01,1984-07-01,ME2 BM5,-3.7826
1984-06-01,1984-07-01,ME3 BM1,-3.4704
1984-06-01,1984-07-01,ME3 BM2,-3.3443
1984-06-01,1984-07-01,ME3 BM3,-3.1188
1984-06-01,1984-07-01,ME3 BM4,-2.9375
1984-06-01,1984-07-01,ME3 BM5,-0.9739
1984-06-01,1984-07-01,ME4 BM1,-3.7639
1984-06-01,1984-07-01,ME4 BM2,-4.6827
1984-06-01,1984-07-01,ME4 BM3,-2.5166
1984-06-01,1984-07-01,ME4 BM4,-4.4684
1984-06-01,1984-07-01,ME4 BM5,-0.8606
1984-06-01,1984-07-01,BIG LoBM,0.3627
1984-06-01,1984-07-01,ME5 BM2,-1.5271
1984-06-01,1984-07-01,ME5 BM3,-0.003
1984-06-01,1984-07-01,ME5 BM4,-3.0188
1984-06-01,1984-07-01,BIG HiBM,-2.3084
1984-07-01,1984-08-01,SMALL LoBM,11.4334
1984-07-01,1984-08-01,ME1 BM2,11.7429
1984-07-01,1984-08-01,ME1 BM3,8.6934
1984-07-01,1984-08-01,ME1 BM4,6.7951
1984-07-01,1984-08-01,SMALL HiBM,8.7243
1984-07-01,1984-08-01,ME2 BM1,15.9092
1984-07-01,1984-08-01,ME2 BM2,10.552
1984-07-01,1984-08-01,ME2 BM3,9.9556
1984-07-01,1984-08-01,ME2 BM4,9.1424
1984-07-01,1984-08-01,ME2 BM5,10.394
1984-07-01,1984-08-01,ME3 BM1,15.4313
1984-07-01,1984-08-01,ME3 BM2,12.8551
1984-07-01,1984-08-01,ME3 BM3,10.8139
1984-07-01,1984-08-01,ME3 BM4,12.0645
1984-07-01,1984-08-01,ME3 BM5,9.4725
1984-07-01,1984-08-01,ME4 BM1,12.8418
1984-07-01,1984-08-01,ME4 BM2,13.2351
1984-07-01,1984-08-01,ME4 BM3,12.4291
1984-07-01,1984-08-01,ME4 BM4,11.4683
1984-07-01,1984-08-01,ME4 BM5,10.0304
1984-07-01,1984-08-01,BIG LoBM,10.6809
1984-07-01,1984-08-01,ME5 BM2,10.3348
1984-07-01,1984-08-01,ME5 BM3,10.0344
1984-07-01,1984-08-01,ME5 BM4,11.6498
1984-07-01,1984-08-01,BIG HiBM,12.5151
1984-08-01,1984-09-01,SMALL LoBM,-2.6131
1984-08-01,1984-09-01,ME1 BM2,-1.5669
1984-08-01,1984-09-01,ME1 BM3,0.4091
1984-08-01,1984-09-01,ME1 BM4,1.4747
1984-08-01,1984-09-01,SMALL HiBM,2.4417
1984-08-01,1984-09-01,ME2 BM1,-5.5642
1984-08-01,1984-09-01,ME2 BM2,0.3675
1984-08-01,1984-09-01,ME2 BM3,1.8485
1984-08-01,1984-09-01,ME2 BM4,1.453
1984-08-01,1984-09-01,ME2 BM5,3.2094
1984-08-01,1984-09-01,ME3 BM1,-3.8775
1984-08-01,1984-09-01,ME3 BM2,1.3614
1984-08-01,1984-09-01,ME3 BM3,1.6292
1984-08-01,1984-09-01,ME3 BM4,1.9914
1984-08-01,1984-09-01,ME3 BM5,3.6093
1984-08-01,1984-09-01,ME4 BM1,-1.6354
