Date,RealizationDate,Portfolio,RealizedNextReturn
1966-11-01,1966-12-01,ME5 BM2,-0.0127
1966-11-01,1966-12-01,ME5 BM3,1.4666
1966-11-01,1966-12-01,ME5 BM4,-0.1389
1966-11-01,1966-12-01,BIG HiBM,-0.1215
1966-12-01,1967-01-01,SMALL LoBM,20.8249
1966-12-01,1967-01-01,ME1 BM2,19.2939
1966-12-01,1967-01-01,ME1 BM3,18.5972
1966-12-01,1967-01-01,ME1 BM4,21.4892
1966-12-01,1967-01-01,SMALL HiBM,17.3462
1966-12-01,1967-01-01,ME2 BM1,16.9774
1966-12-01,1967-01-01,ME2 BM2,16.4842
1966-12-01,1967-01-01,ME2 BM3,17.138
1966-12-01,1967-01-01,ME2 BM4,17.6439
1966-12-01,1967-01-01,ME2 BM5,20.055
1966-12-01,1967-01-01,ME3 BM1,16.8191
1966-12-01,1967-01-01,ME3 BM2,14.2409
1966-12-01,1967-01-01,ME3 BM3,12.1173
1966-12-01,1967-01-01,ME3 BM4,13.2388
1966-12-01,1967-01-01,ME3 BM5,14.3651
1966-12-01,1967-01-01,ME4 BM1,9.9035
1966-12-01,1967-01-01,ME4 BM2,6.6748
1966-12-01,1967-01-01,ME4 BM3,9.8469
1966-12-01,1967-01-01,ME4 BM4,12.2909
1966-12-01,1967-01-01,ME4 BM5,13.7015
1966-12-01,1967-01-01,BIG LoBM,7.6997
1966-12-01,1967-01-01,ME5 BM2,7.1831
1966-12-01,1967-01-01,ME5 BM3,4.9614
1966-12-01,1967-01-01,ME5 BM4,7.8576
1966-12-01,1967-01-01,BIG HiBM,13.7838
1967-01-01,1967-02-01,SMALL LoBM,6.8539
1967-01-01,1967-02-01,ME1 BM2,5.8677
1967-01-01,1967-02-01,ME1 BM3,5.5448
1967-01-01,1967-02-01,ME1 BM4,3.9323
1967-01-01,1967-02-01,SMALL HiBM,5.8736
1967-01-01,1967-02-01,ME2 BM1,3.2421
1967-01-01,1967-02-01,ME2 BM2,3.0709
1967-01-01,1967-02-01,ME2 BM3,1.0597
1967-01-01,1967-02-01,ME2 BM4,3.4256
1967-01-01,1967-02-01,ME2 BM5,1.6576
1967-01-01,1967-02-01,ME3 BM1,2.1038
1967-01-01,1967-02-01,ME3 BM2,2.3084
1967-01-01,1967-02-01,ME3 BM3,1.698
1967-01-01,1967-02-01,ME3 BM4,0.7522
1967-01-01,1967-02-01,ME3 BM5,0.7706
1967-01-01,1967-02-01,ME4 BM1,2.8367
1967-01-01,1967-02-01,ME4 BM2,-0.3785
1967-01-01,1967-02-01,ME4 BM3,-0.4312
1967-01-01,1967-02-01,ME4 BM4,1.6176
1967-01-01,1967-02-01,ME4 BM5,0.1531
1967-01-01,1967-02-01,BIG LoBM,2.2356
1967-01-01,1967-02-01,ME5 BM2,0.8056
1967-01-01,1967-02-01,ME5 BM3,-0.7755
1967-01-01,1967-02-01,ME5 BM4,-0.8887
1967-01-01,1967-02-01,BIG HiBM,-1.3391
1967-02-01,1967-03-01,SMALL LoBM,7.265
1967-02-01,1967-03-01,ME1 BM2,6.1798
1967-02-01,1967-03-01,ME1 BM3,5.0639
1967-02-01,1967-03-01,ME1 BM4,7.6196
1967-02-01,1967-03-01,SMALL HiBM,5.1614
1967-02-01,1967-03-01,ME2 BM1,6.8694
1967-02-01,1967-03-01,ME2 BM2,6.1938
1967-02-01,1967-03-01,ME2 BM3,7.2286
1967-02-01,1967-03-01,ME2 BM4,6.6284
1967-02-01,1967-03-01,ME2 BM5,6.0732
1967-02-01,1967-03-01,ME3 BM1,5.3751
1967-02-01,1967-03-01,ME3 BM2,5.3474
1967-02-01,1967-03-01,ME3 BM3,4.6426
1967-02-01,1967-03-01,ME3 BM4,7.9994
1967-02-01,1967-03-01,ME3 BM5,4.214
1967-02-01,1967-03-01,ME4 BM1,6.1017
1967-02-01,1967-03-01,ME4 BM2,3.9292
1967-02-01,1967-03-01,ME4 BM3,5.1387
1967-02-01,1967-03-01,ME4 BM4,5.0811
1967-02-01,1967-03-01,ME4 BM5,6.4952
1967-02-01,1967-03-01,BIG LoBM,4.2397
1967-02-01,1967-03-01,ME5 BM2,3.1187
1967-02-01,1967-03-01,ME5 BM3,3.2691
1967-02-01,1967-03-01,ME5 BM4,4.6736
1967-02-01,1967-03-01,BIG HiBM,5.3115
1967-03-01,1967-04-01,SMALL LoBM,6.4365
1967-03-01,1967-04-01,ME1 BM2,3.6857
1967-03-01,1967-04-01,ME1 BM3,3.3576
1967-03-01,1967-04-01,ME1 BM4,4.4355
1967-03-01,1967-04-01,SMALL HiBM,3.7043
1967-03-01,1967-04-01,ME2 BM1,3.1704
1967-03-01,1967-04-01,ME2 BM2,3.8446
1967-03-01,1967-04-01,ME2 BM3,5.5054
1967-03-01,1967-04-01,ME2 BM4,3.5668
1967-03-01,1967-04-01,ME2 BM5,3.5234
1967-03-01,1967-04-01,ME3 BM1,5.6639
1967-03-01,1967-04-01,ME3 BM2,3.5233
1967-03-01,1967-04-01,ME3 BM3,2.8114
1967-03-01,1967-04-01,ME3 BM4,5.5692
1967-03-01,1967-04-01,ME3 BM5,3.0238
1967-03-01,1967-04-01,ME4 BM1,6.7887
1967-03-01,1967-04-01,ME4 BM2,2.8576
1967-03-01,1967-04-01,ME4 BM3,4.0142
1967-03-01,1967-04-01,ME4 BM4,3.9254
1967-03-01,1967-04-01,ME4 BM5,2.871
1967-03-01,1967-04-01,BIG LoBM,6.8024
1967-03-01,1967-04-01,ME5 BM2,2.9931
1967-03-01,1967-04-01,ME5 BM3,0.1892
1967-03-01,1967-04-01,ME5 BM4,3.5482
1967-03-01,1967-04-01,BIG HiBM,1.7641
1967-04-01,1967-05-01,SMALL LoBM,-0.1496
1967-04-01,1967-05-01,ME1 BM2,0.7664
1967-04-01,1967-05-01,ME1 BM3,-0.4996
1967-04-01,1967-05-01,ME1 BM4,-0.8513
1967-04-01,1967-05-01,SMALL HiBM,-0.8518
1967-04-01,1967-05-01,ME2 BM1,-1.2105
1967-04-01,1967-05-01,ME2 BM2,0.5428
1967-04-01,1967-05-01,ME2 BM3,-0.7792
1967-04-01,1967-05-01,ME2 BM4,-2.3289
1967-04-01,1967-05-01,ME2 BM5,-3.5352
1967-04-01,1967-05-01,ME3 BM1,-2.9685
1967-04-01,1967-05-01,ME3 BM2,-1.0964
1967-04-01,1967-05-01,ME3 BM3,-1.5066
1967-04-01,1967-05-01,ME3 BM4,-0.901
1967-04-01,1967-05-01,ME3 BM5,-1.9712
1967-04-01,1967-05-01,ME4 BM1,-2.1856
1967-04-01,1967-05-01,ME4 BM2,-0.4056
1967-04-01,1967-05-01,ME4 BM3,-2.7892
1967-04-01,1967-05-01,ME4 BM4,-0.1972
1967-04-01,1967-05-01,ME4 BM5,-0.771
1967-04-01,1967-05-01,BIG LoBM,-5.631
1967-04-01,1967-05-01,ME5 BM2,-4.297
1967-04-01,1967-05-01,ME5 BM3,-4.1858
1967-04-01,1967-05-01,ME5 BM4,-3.7382
1967-04-01,1967-05-01,BIG HiBM,-3.6835
1967-05-01,1967-06-01,SMALL LoBM,15.5457
1967-05-01,1967-06-01,ME1 BM2,10.9118
1967-05-01,1967-06-01,ME1 BM3,13.3081
1967-05-01,1967-06-01,ME1 BM4,12.4209
1967-05-01,1967-06-01,SMALL HiBM,9.216
1967-05-01,1967-06-01,ME2 BM1,10.2446
1967-05-01,1967-06-01,ME2 BM2,6.8396
1967-05-01,1967-06-01,ME2 BM3,6.5128
1967-05-01,1967-06-01,ME2 BM4,8.2948
1967-05-01,1967-06-01,ME2 BM5,6.5575
1967-05-01,1967-06-01,ME3 BM1,5.3621
1967-05-01,1967-06-01,ME3 BM2,8.2709
1967-05-01,1967-06-01,ME3 BM3,4.1989
1967-05-01,1967-06-01,ME3 BM4,5.3784
1967-05-01,1967-06-01,ME3 BM5,3.4945
1967-05-01,1967-06-01,ME4 BM1,3.2188
1967-05-01,1967-06-01,ME4 BM2,2.2592
1967-05-01,1967-06-01,ME4 BM3,2.7572
1967-05-01,1967-06-01,ME4 BM4,7.4533
1967-05-01,1967-06-01,ME4 BM5,6.065
1967-05-01,1967-06-01,BIG LoBM,1.3881
1967-05-01,1967-06-01,ME5 BM2,0.475
1967-05-01,1967-06-01,ME5 BM3,1.721
1967-05-01,1967-06-01,ME5 BM4,2.9025
1967-05-01,1967-06-01,BIG HiBM,3.0948
1967-06-01,1967-07-01,SMALL LoBM,9.3809
1967-06-01,1967-07-01,ME1 BM2,9.3717
1967-06-01,1967-07-01,ME1 BM3,10.3914
1967-06-01,1967-07-01,ME1 BM4,7.6924
1967-06-01,1967-07-01,SMALL HiBM,12.1451
1967-06-01,1967-07-01,ME2 BM1,7.1839
1967-06-01,1967-07-01,ME2 BM2,6.2895
1967-06-01,1967-07-01,ME2 BM3,9.2176
1967-06-01,1967-07-01,ME2 BM4,9.4178
1967-06-01,1967-07-01,ME2 BM5,8.2517
1967-06-01,1967-07-01,ME3 BM1,5.4488
1967-06-01,1967-07-01,ME3 BM2,4.7687
1967-06-01,1967-07-01,ME3 BM3,6.0697
1967-06-01,1967-07-01,ME3 BM4,7.4703
1967-06-01,1967-07-01,ME3 BM5,11.7093
1967-06-01,1967-07-01,ME4 BM1,4.8367
1967-06-01,1967-07-01,ME4 BM2,4.5374
1967-06-01,1967-07-01,ME4 BM3,5.2667
1967-06-01,1967-07-01,ME4 BM4,6.5877
1967-06-01,1967-07-01,ME4 BM5,8.7652
1967-06-01,1967-07-01,BIG LoBM,4.4319
1967-06-01,1967-07-01,ME5 BM2,5.7583
1967-06-01,1967-07-01,ME5 BM3,2.0438
1967-06-01,1967-07-01,ME5 BM4,5.8684
1967-06-01,1967-07-01,BIG HiBM,6.4509
1967-07-01,1967-08-01,SMALL LoBM,-0.9105
1967-07-01,1967-08-01,ME1 BM2,0.6062
1967-07-01,1967-08-01,ME1 BM3,0.6069
1967-07-01,1967-08-01,ME1 BM4,0.1403
1967-07-01,1967-08-01,SMALL HiBM,2.0579
1967-07-01,1967-08-01,ME2 BM1,-0.9828
1967-07-01,1967-08-01,ME2 BM2,-1.2146
1967-07-01,1967-08-01,ME2 BM3,0.6273
1967-07-01,1967-08-01,ME2 BM4,0.4075
1967-07-01,1967-08-01,ME2 BM5,1.0333
1967-07-01,1967-08-01,ME3 BM1,-2.8563
1967-07-01,1967-08-01,ME3 BM2,0.9501
1967-07-01,1967-08-01,ME3 BM3,1.3767
1967-07-01,1967-08-01,ME3 BM4,1.2803
1967-07-01,1967-08-01,ME3 BM5,-0.634
1967-07-01,1967-08-01,ME4 BM1,-0.8283
1967-07-01,1967-08-01,ME4 BM2,-0.9224
1967-07-01,1967-08-01,ME4 BM3,-1.3018
1967-07-01,1967-08-01,ME4 BM4,1.7841
1967-07-01,1967-08-01,ME4 BM5,3.7925
1967-07-01,1967-08-01,BIG LoBM,-0.583
1967-07-01,1967-08-01,ME5 BM2,-1.1237
1967-07-01,1967-08-01,ME5 BM3,-1.3598
1967-07-01,1967-08-01,ME5 BM4,0.4516
1967-07-01,1967-08-01,BIG HiBM,1.3365
1967-08-01,1967-09-01,SMALL LoBM,11.3373
1967-08-01,1967-09-01,ME1 BM2,9.817
1967-08-01,1967-09-01,ME1 BM3,8.4227
1967-08-01,1967-09-01,ME1 BM4,7.5572
1967-08-01,1967-09-01,SMALL HiBM,4.8273
1967-08-01,1967-09-01,ME2 BM1,4.9973
1967-08-01,1967-09-01,ME2 BM2,5.8018
1967-08-01,1967-09-01,ME2 BM3,7.5341
1967-08-01,1967-09-01,ME2 BM4,5.485
1967-08-01,1967-09-01,ME2 BM5,2.983
1967-08-01,1967-09-01,ME3 BM1,5.6493
1967-08-01,1967-09-01,ME3 BM2,2.0686
1967-08-01,1967-09-01,ME3 BM3,2.7547
1967-08-01,1967-09-01,ME3 BM4,4.5244
1967-08-01,1967-09-01,ME3 BM5,2.7422
1967-08-01,1967-09-01,ME4 BM1,3.7252
1967-08-01,1967-09-01,ME4 BM2,1.4565
1967-08-01,1967-09-01,ME4 BM3,2.6984
1967-08-01,1967-09-01,ME4 BM4,4.0773
1967-08-01,1967-09-01,ME4 BM5,0.4004
1967-08-01,1967-09-01,BIG LoBM,3.818
1967-08-01,1967-09-01,ME5 BM2,3.1332
1967-08-01,1967-09-01,ME5 BM3,3.2881
1967-08-01,1967-09-01,ME5 BM4,1.6304
1967-08-01,1967-09-01,BIG HiBM,0.2425
1967-09-01,1967-10-01,SMALL LoBM,1.7815
1967-09-01,1967-10-01,ME1 BM2,-4.1816
1967-09-01,1967-10-01,ME1 BM3,-1.4727
1967-09-01,1967-10-01,ME1 BM4,-1.4359
1967-09-01,1967-10-01,SMALL HiBM,-2.5534
1967-09-01,1967-10-01,ME2 BM1,-1.5183
1967-09-01,1967-10-01,ME2 BM2,-1.9304
1967-09-01,1967-10-01,ME2 BM3,0.7154
1967-09-01,1967-10-01,ME2 BM4,-3.0215
1967-09-01,1967-10-01,ME2 BM5,-4.7523
1967-09-01,1967-10-01,ME3 BM1,-3.3172
1967-09-01,1967-10-01,ME3 BM2,-1.2368
1967-09-01,1967-10-01,ME3 BM3,-3.1167
1967-09-01,1967-10-01,ME3 BM4,-3.0659
1967-09-01,1967-10-01,ME3 BM5,-2.6936
1967-09-01,1967-10-01,ME4 BM1,-4.2879
1967-09-01,1967-10-01,ME4 BM2,-5.7861
1967-09-01,1967-10-01,ME4 BM3,-5.7036
1967-09-01,1967-10-01,ME4 BM4,-2.567
1967-09-01,1967-10-01,ME4 BM5,-5.3032
1967-09-01,1967-10-01,BIG LoBM,-0.3476
1967-09-01,1967-10-01,ME5 BM2,-3.9726
1967-09-01,1967-10-01,ME5 BM3,-2.725
1967-09-01,1967-10-01,ME5 BM4,-5.9243
1967-09-01,1967-10-01,BIG HiBM,-6.515
1967-10-01,1967-11-01,SMALL LoBM,-0.8694
1967-10-01,1967-11-01,ME1 BM2,3.8603
1967-10-01,1967-11-01,ME1 BM3,-0.8175
1967-10-01,1967-11-01,ME1 BM4,-1.5788
1967-10-01,1967-11-01,SMALL HiBM,-1.1933
1967-10-01,1967-11-01,ME2 BM1,0.971
1967-10-01,1967-11-01,ME2 BM2,0.504
1967-10-01,1967-11-01,ME2 BM3,2.5794
1967-10-01,1967-11-01,ME2 BM4,-0.0194
1967-10-01,1967-11-01,ME2 BM5,0.3137
1967-10-01,1967-11-01,ME3 BM1,3.2374
1967-10-01,1967-11-01,ME3 BM2,-0.3063
1967-10-01,1967-11-01,ME3 BM3,0.7198
1967-10-01,1967-11-01,ME3 BM4,-0.3169
1967-10-01,1967-11-01,ME3 BM5,-0.8231
1967-10-01,1967-11-01,ME4 BM1,3.3359
1967-10-01,1967-11-01,ME4 BM2,0.5698
1967-10-01,1967-11-01,ME4 BM3,0.0569
1967-10-01,1967-11-01,ME4 BM4,0.5743
1967-10-01,1967-11-01,ME4 BM5,-0.6871
1967-10-01,1967-11-01,BIG LoBM,1.3039
1967-10-01,1967-11-01,ME5 BM2,0.4541
1967-10-01,1967-11-01,ME5 BM3,0.026
1967-10-01,1967-11-01,ME5 BM4,-0.5442
1967-10-01,1967-11-01,BIG HiBM,0.0532
1967-11-01,1967-12-01,SMALL LoBM,13.7257
1967-11-01,1967-12-01,ME1 BM2,10.5224
1967-11-01,1967-12-01,ME1 BM3,8.0018
1967-11-01,1967-12-01,ME1 BM4,9.3692
1967-11-01,1967-12-01,SMALL HiBM,10.1846
1967-11-01,1967-12-01,ME2 BM1,11.9378
1967-11-01,1967-12-01,ME2 BM2,6.5235
1967-11-01,1967-12-01,ME2 BM3,9.552
1967-11-01,1967-12-01,ME2 BM4,6.9777
1967-11-01,1967-12-01,ME2 BM5,9.4371
1967-11-01,1967-12-01,ME3 BM1,7.6562
1967-11-01,1967-12-01,ME3 BM2,5.6436
1967-11-01,1967-12-01,ME3 BM3,5.421
1967-11-01,1967-12-01,ME3 BM4,5.1849
1967-11-01,1967-12-01,ME3 BM5,6.6196
1967-11-01,1967-12-01,ME4 BM1,1.3955
1967-11-01,1967-12-01,ME4 BM2,2.7665
1967-11-01,1967-12-01,ME4 BM3,4.1619
1967-11-01,1967-12-01,ME4 BM4,4.6703
1967-11-01,1967-12-01,ME4 BM5,3.7199
1967-11-01,1967-12-01,BIG LoBM,1.956
1967-11-01,1967-12-01,ME5 BM2,3.1177
1967-11-01,1967-12-01,ME5 BM3,2.177
1967-11-01,1967-12-01,ME5 BM4,5.6073
1967-11-01,1967-12-01,BIG HiBM,2.7903
1967-12-01,1968-01-01,SMALL LoBM,2.6007
1967-12-01,1968-01-01,ME1 BM2,2.1568
1967-12-01,1968-01-01,ME1 BM3,3.2586
1967-12-01,1968-01-01,ME1 BM4,3.2325
1967-12-01,1968-01-01,SMALL HiBM,6.3782
1967-12-01,1968-01-01,ME2 BM1,-4.1794
1967-12-01,1968-01-01,ME2 BM2,-2.7015
1967-12-01,1968-01-01,ME2 BM3,0.067
1967-12-01,1968-01-01,ME2 BM4,1.2241
1967-12-01,1968-01-01,ME2 BM5,2.2682
1967-12-01,1968-01-01,ME3 BM1,-6.6526
1967-12-01,1968-01-01,ME3 BM2,-0.6312
1967-12-01,1968-01-01,ME3 BM3,-0.5653
1967-12-01,1968-01-01,ME3 BM4,-0.5234
1967-12-01,1968-01-01,ME3 BM5,3.1685
1967-12-01,1968-01-01,ME4 BM1,-7.9505
1967-12-01,1968-01-01,ME4 BM2,0.0825
1967-12-01,1968-01-01,ME4 BM3,-2.8779
1967-12-01,1968-01-01,ME4 BM4,0.0411
1967-12-01,1968-01-01,ME4 BM5,-0.4315
1967-12-01,1968-01-01,BIG LoBM,-6.3532
1967-12-01,1968-01-01,ME5 BM2,-5.7055
1967-12-01,1968-01-01,ME5 BM3,0.5894
1967-12-01,1968-01-01,ME5 BM4,-2.2886
1967-12-01,1968-01-01,BIG HiBM,-3.8571
1968-01-01,1968-02-01,SMALL LoBM,-10.1569
1968-01-01,1968-02-01,ME1 BM2,-6.9764
1968-01-01,1968-02-01,ME1 BM3,-5.6828
1968-01-01,1968-02-01,ME1 BM4,-6.8966
1968-01-01,1968-02-01,SMALL HiBM,-5.9947
1968-01-01,1968-02-01,ME2 BM1,-7.0792
1968-01-01,1968-02-01,ME2 BM2,-5.7252
1968-01-01,1968-02-01,ME2 BM3,-8.8661
1968-01-01,1968-02-01,ME2 BM4,-3.2871
1968-01-01,1968-02-01,ME2 BM5,-5.5055
1968-01-01,1968-02-01,ME3 BM1,-6.7742
1968-01-01,1968-02-01,ME3 BM2,-4.0591
1968-01-01,1968-02-01,ME3 BM3,-3.0055
1968-01-01,1968-02-01,ME3 BM4,-2.1197
1968-01-01,1968-02-01,ME3 BM5,-4.6982
1968-01-01,1968-02-01,ME4 BM1,-5.2313
1968-01-01,1968-02-01,ME4 BM2,-3.6701
1968-01-01,1968-02-01,ME4 BM3,-2.7788
1968-01-01,1968-02-01,ME4 BM4,-5.2582
1968-01-01,1968-02-01,ME4 BM5,-3.8337
1968-01-01,1968-02-01,BIG LoBM,-2.9985
1968-01-01,1968-02-01,ME5 BM2,-2.3535
1968-01-01,1968-02-01,ME5 BM3,-2.0088
1968-01-01,1968-02-01,ME5 BM4,-3.264
1968-01-01,1968-02-01,BIG HiBM,-1.8563
1968-02-01,1968-03-01,SMALL LoBM,-1.4134
1968-02-01,1968-03-01,ME1 BM2,-0.0092
1968-02-01,1968-03-01,ME1 BM3,-0.4172
1968-02-01,1968-03-01,ME1 BM4,-2.0248
1968-02-01,1968-03-01,SMALL HiBM,-0.1751
1968-02-01,1968-03-01,ME2 BM1,-0.8727
1968-02-01,1968-03-01,ME2 BM2,-1.5146
1968-02-01,1968-03-01,ME2 BM3,0.3368
1968-02-01,1968-03-01,ME2 BM4,-1.2749
1968-02-01,1968-03-01,ME2 BM5,-0.3787
1968-02-01,1968-03-01,ME3 BM1,1.9183
1968-02-01,1968-03-01,ME3 BM2,-0.9008
1968-02-01,1968-03-01,ME3 BM3,-1.9978
1968-02-01,1968-03-01,ME3 BM4,0.7392
1968-02-01,1968-03-01,ME3 BM5,-0.6145
1968-02-01,1968-03-01,ME4 BM1,0.5504
1968-02-01,1968-03-01,ME4 BM2,-0.2964
1968-02-01,1968-03-01,ME4 BM3,-1.5175
1968-02-01,1968-03-01,ME4 BM4,-0.2759
1968-02-01,1968-03-01,ME4 BM5,-0.2846
1968-02-01,1968-03-01,BIG LoBM,3.0749
1968-02-01,1968-03-01,ME5 BM2,-1.2893
1968-02-01,1968-03-01,ME5 BM3,-0.2775
1968-02-01,1968-03-01,ME5 BM4,-1.7889
1968-02-01,1968-03-01,BIG HiBM,2.0392
1968-03-01,1968-04-01,SMALL LoBM,21.1598
1968-03-01,1968-04-01,ME1 BM2,17.6666
1968-03-01,1968-04-01,ME1 BM3,16.8768
1968-03-01,1968-04-01,ME1 BM4,16.2134
1968-03-01,1968-04-01,SMALL HiBM,15.6856
1968-03-01,1968-04-01,ME2 BM1,18.7902
1968-03-01,1968-04-01,ME2 BM2,13.1618
1968-03-01,1968-04-01,ME2 BM3,17.0565
1968-03-01,1968-04-01,ME2 BM4,11.9945
1968-03-01,1968-04-01,ME2 BM5,12.8907
1968-03-01,1968-04-01,ME3 BM1,15.8341
1968-03-01,1968-04-01,ME3 BM2,11.5382
1968-03-01,1968-04-01,ME3 BM3,8.3972
1968-03-01,1968-04-01,ME3 BM4,10.316
1968-03-01,1968-04-01,ME3 BM5,17.7512
1968-03-01,1968-04-01,ME4 BM1,12.7224
1968-03-01,1968-04-01,ME4 BM2,7.0681
1968-03-01,1968-04-01,ME4 BM3,8.874
1968-03-01,1968-04-01,ME4 BM4,12.3359
1968-03-01,1968-04-01,ME4 BM5,11.6621
1968-03-01,1968-04-01,BIG LoBM,10.787
1968-03-01,1968-04-01,ME5 BM2,7.2502
1968-03-01,1968-04-01,ME5 BM3,3.3895
1968-03-01,1968-04-01,ME5 BM4,9.4117
1968-03-01,1968-04-01,BIG HiBM,10.5192
1968-04-01,1968-05-01,SMALL LoBM,10.6841
1968-04-01,1968-05-01,ME1 BM2,12.4939
1968-04-01,1968-05-01,ME1 BM3,10.4181
1968-04-01,1968-05-01,ME1 BM4,11.7349
1968-04-01,1968-05-01,SMALL HiBM,11.785
1968-04-01,1968-05-01,ME2 BM1,11.5477
1968-04-01,1968-05-01,ME2 BM2,7.876
1968-04-01,1968-05-01,ME2 BM3,8.1793
1968-04-01,1968-05-01,ME2 BM4,7.0047
1968-04-01,1968-05-01,ME2 BM5,6.5957
1968-04-01,1968-05-01,ME3 BM1,8.6403
1968-04-01,1968-05-01,ME3 BM2,4.1532
1968-04-01,1968-05-01,ME3 BM3,5.3535
1968-04-01,1968-05-01,ME3 BM4,5.1004
1968-04-01,1968-05-01,ME3 BM5,7.2106
1968-04-01,1968-05-01,ME4 BM1,4.5704
1968-04-01,1968-05-01,ME4 BM2,4.6613
1968-04-01,1968-05-01,ME4 BM3,2.744
1968-04-01,1968-05-01,ME4 BM4,2.6433
1968-04-01,1968-05-01,ME4 BM5,6.2119
1968-04-01,1968-05-01,BIG LoBM,2.2844
1968-04-01,1968-05-01,ME5 BM2,1.1089
1968-04-01,1968-05-01,ME5 BM3,-0.6814
1968-04-01,1968-05-01,ME5 BM4,-0.9919
1968-04-01,1968-05-01,BIG HiBM,4.6644
1968-05-01,1968-06-01,SMALL LoBM,-1.1392
1968-05-01,1968-06-01,ME1 BM2,0.2009
1968-05-01,1968-06-01,ME1 BM3,1.3294
1968-05-01,1968-06-01,ME1 BM4,2.2392
1968-05-01,1968-06-01,SMALL HiBM,0.1515
1968-05-01,1968-06-01,ME2 BM1,-0.5909
1968-05-01,1968-06-01,ME2 BM2,1.5365
1968-05-01,1968-06-01,ME2 BM3,-1.701
1968-05-01,1968-06-01,ME2 BM4,1.4239
1968-05-01,1968-06-01,ME2 BM5,0.7737
1968-05-01,1968-06-01,ME3 BM1,-1.9658
1968-05-01,1968-06-01,ME3 BM2,2.9703
1968-05-01,1968-06-01,ME3 BM3,3.2719
1968-05-01,1968-06-01,ME3 BM4,1.6485
1968-05-01,1968-06-01,ME3 BM5,1.1137
1968-05-01,1968-06-01,ME4 BM1,0.0296
1968-05-01,1968-06-01,ME4 BM2,3.5036
1968-05-01,1968-06-01,ME4 BM3,3.6105
1968-05-01,1968-06-01,ME4 BM4,2.9723
1968-05-01,1968-06-01,ME4 BM5,-2.5735
1968-05-01,1968-06-01,BIG LoBM,-0.0805
1968-05-01,1968-06-01,ME5 BM2,0.8771
1968-05-01,1968-06-01,ME5 BM3,4.0258
1968-05-01,1968-06-01,ME5 BM4,3.1801
1968-05-01,1968-06-01,BIG HiBM,-1.5962
1968-06-01,1968-07-01,SMALL LoBM,-4.6785
1968-06-01,1968-07-01,ME1 BM2,-4.6179
1968-06-01,1968-07-01,ME1 BM3,-3.8531
1968-06-01,1968-07-01,ME1 BM4,-0.7399
1968-06-01,1968-07-01,SMALL HiBM,0.6786
1968-06-01,1968-07-01,ME2 BM1,-8.9358
1968-06-01,1968-07-01,ME2 BM2,-2.9785
1968-06-01,1968-07-01,ME2 BM3,-2.0041
1968-06-01,1968-07-01,ME2 BM4,-0.4264
1968-06-01,1968-07-01,ME2 BM5,-0.2911
1968-06-01,1968-07-01,ME3 BM1,-5.6367
1968-06-01,1968-07-01,ME3 BM2,-4.6129
1968-06-01,1968-07-01,ME3 BM3,-3.209
1968-06-01,1968-07-01,ME3 BM4,-0.8789
1968-06-01,1968-07-01,ME3 BM5,-0.1904
1968-06-01,1968-07-01,ME4 BM1,-5.6575
1968-06-01,1968-07-01,ME4 BM2,-3.0737
1968-06-01,1968-07-01,ME4 BM3,-3.4854
1968-06-01,1968-07-01,ME4 BM4,-1.4997
1968-06-01,1968-07-01,ME4 BM5,-2.1249
1968-06-01,1968-07-01,BIG LoBM,-5.2083
1968-06-01,1968-07-01,ME5 BM2,-1.2634
1968-06-01,1968-07-01,ME5 BM3,2.9884
1968-06-01,1968-07-01,ME5 BM4,0.941
1968-06-01,1968-07-01,BIG HiBM,0.6401
1968-07-01,1968-08-01,SMALL LoBM,4.5468
1968-07-01,1968-08-01,ME1 BM2,5.936
1968-07-01,1968-08-01,ME1 BM3,4.8667
1968-07-01,1968-08-01,ME1 BM4,4.6539
1968-07-01,1968-08-01,SMALL HiBM,4.9029
1968-07-01,1968-08-01,ME2 BM1,1.7289
1968-07-01,1968-08-01,ME2 BM2,2.9475
1968-07-01,1968-08-01,ME2 BM3,3.5669
1968-07-01,1968-08-01,ME2 BM4,1.1581
1968-07-01,1968-08-01,ME2 BM5,7.0534
1968-07-01,1968-08-01,ME3 BM1,2.9314
1968-07-01,1968-08-01,ME3 BM2,2.8595
1968-07-01,1968-08-01,ME3 BM3,2.6836
1968-07-01,1968-08-01,ME3 BM4,2.8088
1968-07-01,1968-08-01,ME3 BM5,4.962
1968-07-01,1968-08-01,ME4 BM1,1.6917
1968-07-01,1968-08-01,ME4 BM2,1.3506
1968-07-01,1968-08-01,ME4 BM3,1.7819
1968-07-01,1968-08-01,ME4 BM4,1.9707
1968-07-01,1968-08-01,ME4 BM5,2.9624
1968-07-01,1968-08-01,BIG LoBM,1.1962
1968-07-01,1968-08-01,ME5 BM2,0.3855
1968-07-01,1968-08-01,ME5 BM3,2.1903
1968-07-01,1968-08-01,ME5 BM4,1.6585
1968-07-01,1968-08-01,BIG HiBM,2.4588
1968-08-01,1968-09-01,SMALL LoBM,7.3124
1968-08-01,1968-09-01,ME1 BM2,8.4648
1968-08-01,1968-09-01,ME1 BM3,7.0443
1968-08-01,1968-09-01,ME1 BM4,5.7296
1968-08-01,1968-09-01,SMALL HiBM,6.3931
1968-08-01,1968-09-01,ME2 BM1,7.1896
1968-08-01,1968-09-01,ME2 BM2,6.2011
